{   'adj_mode': <AdjacencyMode.OneStep: 'OneStep'>,
    'batch_size': 256,
    'computationBefore': False,
    'console_log_freq': 1,
    'dataset_name': <Dataset.CORA: 'Cora'>,
    'do_train_tqdm_logging': False,
    'dropout': 0.6,
    'force_cpu': True,
    'hidden_size': 64,
    'lr': 0.0005,
    'model_type': <ModelType.TRANS: 'TRANS'>,
    'nbor_degree': 1,
    'num_heads': 4,
    'num_of_epochs': 500,
    'num_of_layers': 3,
    'num_of_runs': 10,
    'num_workers': 0,
    'patience_period': 30,
    'sparse': True,
    'test_batch_size': 256,
    'test_frequency': 1,
    'use_batch_norm': False,
    'use_layer_norm': False}

torch.cuda is available: True
Used Dataset: Cora

Run 01 for Trans_K1_s and Cora:

Epoch 01| Loss: 1.9697| Acc: 0.1786| Train Time: 0.5732s
Train: 0.2500| Val: 0.1880| Test: 0.1640| Eval Time: 0.4841s
Epoch 02| Loss: 1.9163| Acc: 0.2429| Train Time: 0.4870s
Train: 0.5429| Val: 0.2460| Test: 0.2320| Eval Time: 0.5511s
Epoch 03| Loss: 1.8268| Acc: 0.2929| Train Time: 0.4771s
Train: 0.7643| Val: 0.3200| Test: 0.3080| Eval Time: 0.4730s
Epoch 04| Loss: 1.7312| Acc: 0.3857| Train Time: 0.5136s
Train: 0.8857| Val: 0.3880| Test: 0.3730| Eval Time: 0.4870s
Epoch 05| Loss: 1.6910| Acc: 0.5286| Train Time: 0.5290s
Train: 0.9071| Val: 0.4160| Test: 0.4230| Eval Time: 0.4661s
Epoch 06| Loss: 1.5836| Acc: 0.5929| Train Time: 0.4560s
Train: 0.9429| Val: 0.4400| Test: 0.4570| Eval Time: 0.4919s
Epoch 07| Loss: 1.5164| Acc: 0.7071| Train Time: 0.4415s
Train: 0.9643| Val: 0.4660| Test: 0.4820| Eval Time: 0.4170s
Epoch 08| Loss: 1.3965| Acc: 0.7857| Train Time: 0.4550s
Train: 0.9786| Val: 0.4700| Test: 0.4970| Eval Time: 0.4870s
Epoch 09| Loss: 1.3606| Acc: 0.8286| Train Time: 0.4461s
Train: 0.9857| Val: 0.4980| Test: 0.5120| Eval Time: 0.4110s
Epoch 10| Loss: 1.2254| Acc: 0.8429| Train Time: 0.4691s
Train: 0.9929| Val: 0.5100| Test: 0.5280| Eval Time: 0.4700s
Epoch 11| Loss: 1.1719| Acc: 0.8786| Train Time: 0.4910s
Train: 0.9929| Val: 0.5220| Test: 0.5370| Eval Time: 0.4230s
Epoch 12| Loss: 1.0265| Acc: 0.9000| Train Time: 0.4770s
Train: 0.9929| Val: 0.5260| Test: 0.5490| Eval Time: 0.3890s
Epoch 13| Loss: 0.9187| Acc: 0.9500| Train Time: 0.4675s
Train: 0.9929| Val: 0.5320| Test: 0.5500| Eval Time: 0.4281s
Epoch 14| Loss: 0.8432| Acc: 0.9500| Train Time: 0.4195s
Train: 0.9929| Val: 0.5400| Test: 0.5490| Eval Time: 0.4311s
Epoch 15| Loss: 0.7586| Acc: 0.9643| Train Time: 0.4450s
Train: 0.9929| Val: 0.5440| Test: 0.5510| Eval Time: 0.4240s
Epoch 16| Loss: 0.6617| Acc: 0.9643| Train Time: 0.4250s
Train: 0.9929| Val: 0.5440| Test: 0.5590| Eval Time: 0.4472s
Epoch 17| Loss: 0.5980| Acc: 0.9643| Train Time: 0.4670s
Train: 0.9929| Val: 0.5460| Test: 0.5630| Eval Time: 0.4350s
Epoch 18| Loss: 0.4852| Acc: 0.9714| Train Time: 0.4740s
Train: 0.9929| Val: 0.5520| Test: 0.5630| Eval Time: 0.4660s
Epoch 19| Loss: 0.4144| Acc: 0.9857| Train Time: 0.4360s
Train: 0.9929| Val: 0.5520| Test: 0.5640| Eval Time: 0.4406s
Epoch 20| Loss: 0.3426| Acc: 0.9929| Train Time: 0.4670s
