{   'adj_mode': <AdjacencyMode.OneStep: 'OneStep'>,
    'batch_size': 256,
    'computationBefore': False,
    'console_log_freq': 1,
    'dataset_name': <Dataset.CORA: 'Cora'>,
    'do_train_tqdm_logging': False,
    'dropout': 0.6,
    'force_cpu': True,
    'hidden_size': 64,
    'lr': 0.005,
    'model_type': <ModelType.GATV1: 'GAT-V1'>,
    'nbor_degree': 1,
    'num_heads': 4,
    'num_of_epochs': 500,
    'num_of_layers': 2,
    'num_of_runs': 10,
    'num_workers': 0,
    'patience_period': 30,
    'sparse': True,
    'test_batch_size': 256,
    'test_frequency': 1,
    'use_batch_norm': False,
    'use_layer_norm': False}

torch.cuda is available: True
Used Dataset: Cora

Run 01 for GatV1_K1_D2_s and Cora:

Epoch 01| Loss: 1.9477| Acc: 0.1857| Train Time: 0.5807s
Train: 0.9929| Val: 0.7080| Test: 0.7210| Eval Time: 0.6067s
Epoch 02| Loss: 1.4864| Acc: 0.8857| Train Time: 0.2859s
Train: 1.0000| Val: 0.7540| Test: 0.7810| Eval Time: 0.5193s
Epoch 03| Loss: 1.0598| Acc: 0.9786| Train Time: 0.2807s
Train: 1.0000| Val: 0.7720| Test: 0.7840| Eval Time: 0.6015s
Epoch 04| Loss: 0.7167| Acc: 0.9786| Train Time: 0.2069s
Train: 1.0000| Val: 0.7660| Test: 0.7900| Eval Time: 0.6890s
Epoch 05| Loss: 0.4487| Acc: 0.9929| Train Time: 0.2083s
Train: 1.0000| Val: 0.7660| Test: 0.8030| Eval Time: 0.5908s
Epoch 06| Loss: 0.2529| Acc: 0.9857| Train Time: 0.2004s
Train: 1.0000| Val: 0.7740| Test: 0.8050| Eval Time: 0.6019s
Epoch 07| Loss: 0.1462| Acc: 0.9929| Train Time: 0.2053s
Train: 1.0000| Val: 0.7720| Test: 0.8070| Eval Time: 0.6809s
Epoch 08| Loss: 0.0961| Acc: 1.0000| Train Time: 0.2130s
Train: 1.0000| Val: 0.7680| Test: 0.8090| Eval Time: 0.6031s
Epoch 09| Loss: 0.0469| Acc: 1.0000| Train Time: 0.2783s
Train: 1.0000| Val: 0.7620| Test: 0.8120| Eval Time: 0.5257s
Epoch 10| Loss: 0.0341| Acc: 1.0000| Train Time: 0.2767s
Train: 1.0000| Val: 0.7660| Test: 0.8090| Eval Time: 0.6247s
Epoch 11| Loss: 0.0140| Acc: 1.0000| Train Time: 0.2715s
Train: 1.0000| Val: 0.7680| Test: 0.8130| Eval Time: 0.5281s
Epoch 12| Loss: 0.0130| Acc: 1.0000| Train Time: 0.2004s
Train: 1.0000| Val: 0.7680| Test: 0.8130| Eval Time: 0.7720s
Epoch 13| Loss: 0.0084| Acc: 1.0000| Train Time: 0.2084s
Train: 1.0000| Val: 0.7700| Test: 0.8140| Eval Time: 0.6890s
Epoch 14| Loss: 0.0141| Acc: 1.0000| Train Time: 0.3036s
Train: 1.0000| Val: 0.7740| Test: 0.8150| Eval Time: 0.6085s
Epoch 15| Loss: 0.0021| Acc: 1.0000| Train Time: 0.2861s
Train: 1.0000| Val: 0.7780| Test: 0.8130| Eval Time: 0.6206s
Epoch 16| Loss: 0.0039| Acc: 1.0000| Train Time: 0.3754s
Train: 1.0000| Val: 0.7760| Test: 0.8100| Eval Time: 0.5249s
Epoch 17| Loss: 0.0013| Acc: 1.0000| Train Time: 0.2765s
Train: 1.0000| Val: 0.7780| Test: 0.8060| Eval Time: 0.5860s
Epoch 18| Loss: 0.0024| Acc: 1.0000| Train Time: 0.2067s
Train: 1.0000| Val: 0.7780| Test: 0.8060| Eval Time: 0.5254s
Epoch 19| Loss: 0.0016| Acc: 1.0000| Train Time: 0.2790s
Train: 1.0000| Val: 0.7780| Test: 0.8060| Eval Time: 0.6093s
Epoch 20| Loss: 0.0014| Acc: 1.0000| Train Time: 0.1979s
