{   'adj_mode': <AdjacencyMode.OneStep: 'OneStep'>,
    'batch_size': 256,
    'computationBefore': False,
    'console_log_freq': 1,
    'dataset_name': <Dataset.CORA: 'Cora'>,
    'do_train_tqdm_logging': False,
    'dropout': 0.6,
    'force_cpu': True,
    'hidden_size': 16,
    'lr': 0.005,
    'model_type': <ModelType.GATV1: 'GAT-V1'>,
    'nbor_degree': 4,
    'num_heads': 1,
    'num_of_epochs': 500,
    'num_of_layers': 2,
    'num_of_runs': 10,
    'num_workers': 0,
    'patience_period': 30,
    'sparse': False,
    'test_batch_size': 256,
    'test_frequency': 1,
    'use_batch_norm': False,
    'use_layer_norm': False}

torch.cuda is available: True
Used Dataset: Cora

Run 01 for GatV1_K4_ns and Cora:

Epoch 01| Loss: 2.0261| Acc: 0.0786| Train Time: 0.1620s
Train: 0.4143| Val: 0.3220| Test: 0.2940| Eval Time: 0.0996s
Epoch 02| Loss: 1.8107| Acc: 0.3571| Train Time: 0.0420s
Train: 0.7571| Val: 0.5220| Test: 0.4810| Eval Time: 0.0770s
Epoch 03| Loss: 1.6714| Acc: 0.5571| Train Time: 0.0261s
Train: 0.8571| Val: 0.6100| Test: 0.5880| Eval Time: 0.0760s
Epoch 04| Loss: 1.5874| Acc: 0.5857| Train Time: 0.0270s
Train: 0.9429| Val: 0.6420| Test: 0.6600| Eval Time: 0.0800s
Epoch 05| Loss: 1.3880| Acc: 0.7143| Train Time: 0.0200s
Train: 0.9643| Val: 0.6680| Test: 0.7060| Eval Time: 0.0970s
Epoch 06| Loss: 1.3332| Acc: 0.7429| Train Time: 0.0240s
Train: 0.9714| Val: 0.7040| Test: 0.7280| Eval Time: 0.0950s
Epoch 07| Loss: 1.2321| Acc: 0.7643| Train Time: 0.0240s
Train: 0.9786| Val: 0.7220| Test: 0.7420| Eval Time: 0.0920s
Epoch 08| Loss: 1.1614| Acc: 0.7857| Train Time: 0.0240s
Train: 0.9857| Val: 0.7280| Test: 0.7430| Eval Time: 0.0880s
Epoch 09| Loss: 1.0709| Acc: 0.8071| Train Time: 0.0190s
Train: 0.9857| Val: 0.7300| Test: 0.7520| Eval Time: 0.0970s
Epoch 10| Loss: 0.9501| Acc: 0.8357| Train Time: 0.0330s
Train: 0.9857| Val: 0.7300| Test: 0.7570| Eval Time: 0.1040s
Epoch 11| Loss: 0.8923| Acc: 0.8286| Train Time: 0.0220s
Train: 0.9857| Val: 0.7420| Test: 0.7640| Eval Time: 0.0970s
Epoch 12| Loss: 0.8725| Acc: 0.8357| Train Time: 0.0280s
Train: 0.9929| Val: 0.7480| Test: 0.7700| Eval Time: 0.0870s
Epoch 13| Loss: 0.7653| Acc: 0.8786| Train Time: 0.0220s
Train: 0.9929| Val: 0.7540| Test: 0.7730| Eval Time: 0.0760s
Epoch 14| Loss: 0.6573| Acc: 0.9357| Train Time: 0.0290s
Train: 0.9929| Val: 0.7540| Test: 0.7770| Eval Time: 0.1085s
Epoch 15| Loss: 0.7149| Acc: 0.8500| Train Time: 0.0290s
Train: 0.9929| Val: 0.7560| Test: 0.7790| Eval Time: 0.1270s
Epoch 16| Loss: 0.6625| Acc: 0.9143| Train Time: 0.0340s
Train: 0.9929| Val: 0.7560| Test: 0.7750| Eval Time: 0.1130s
Epoch 17| Loss: 0.6009| Acc: 0.8714| Train Time: 0.0170s
Train: 0.9929| Val: 0.7560| Test: 0.7750| Eval Time: 0.0850s
Epoch 18| Loss: 0.5942| Acc: 0.9214| Train Time: 0.0170s
Train: 0.9929| Val: 0.7580| Test: 0.7780| Eval Time: 0.0820s
Epoch 19| Loss: 0.6233| Acc: 0.9286| Train Time: 0.0170s
Train: 1.0000| Val: 0.7520| Test: 0.7780| Eval Time: 0.0730s
Epoch 20| Loss: 0.4919| Acc: 0.9286| Train Time: 0.0240s
Train: 1.0000| Val: 0.7500| Test: 0.7790| Eval Time: 0.0870s
Epoch 21| Loss: 0.4888| Acc: 0.9214| Train Time: 0.0190s
Train: 1.0000| Val: 0.7560| Test: 0.7800| Eval Time: 0.0890s
Epoch 22| Loss: 0.4356| Acc: 0.9500| Train Time: 0.0190s
Train: 1.0000| Val: 0.7540| Test: 0.7790| Eval Time: 0.0780s
Epoch 23| Loss: 0.4685| Acc: 0.9286| Train Time: 0.0240s
Train: 1.0000| Val: 0.7520| Test: 0.7770| Eval Time: 0.0860s
Epoch 24| Loss: 0.4363| Acc: 0.9286| Train Time: 0.0180s
Train: 1.0000| Val: 0.7500| Test: 0.7770| Eval Time: 0.0840s
Epoch 25| Loss: 0.3882| Acc: 0.9500| Train Time: 0.0250s
Train: 1.0000| Val: 0.7480| Test: 0.7780| Eval Time: 0.0880s
Epoch 26| Loss: 0.3824| Acc: 0.9571| Train Time: 0.0230s
Train: 1.0000| Val: 0.7480| Test: 0.7790| Eval Time: 0.0950s
Epoch 27| Loss: 0.3673| Acc: 0.9429| Train Time: 0.0170s
Train: 1.0000| Val: 0.7520| Test: 0.7810| Eval Time: 0.0780s
Epoch 28| Loss: 0.2635| Acc: 0.9857| Train Time: 0.0240s
Train: 1.0000| Val: 0.7520| Test: 0.7820| Eval Time: 0.0880s
Epoch 29| Loss: 0.3765| Acc: 0.9357| Train Time: 0.0170s
Train: 1.0000| Val: 0.7520| Test: 0.7850| Eval Time: 0.0816s
Epoch 30| Loss: 0.2911| Acc: 0.9500| Train Time: 0.0170s
Train: 1.0000| Val: 0.7520| Test: 0.7830| Eval Time: 0.0760s
Epoch 31| Loss: 0.2801| Acc: 0.9643| Train Time: 0.0180s
Train: 1.0000| Val: 0.7500| Test: 0.7840| Eval Time: 0.0850s
Epoch 32| Loss: 0.3157| Acc: 0.9500| Train Time: 0.0210s
Train: 1.0000| Val: 0.7540| Test: 0.7850| Eval Time: 0.0870s
Epoch 33| Loss: 0.3029| Acc: 0.9429| Train Time: 0.0220s
Train: 1.0000| Val: 0.7520| Test: 0.7850| Eval Time: 0.0910s
Epoch 34| Loss: 0.2960| Acc: 0.9357| Train Time: 0.0170s
Train: 1.0000| Val: 0.7520| Test: 0.7820| Eval Time: 0.0880s
Epoch 35| Loss: 0.2777| Acc: 0.9643| Train Time: 0.0170s
Train: 1.0000| Val: 0.7500| Test: 0.7810| Eval Time: 0.0750s
Epoch 36| Loss: 0.2325| Acc: 0.9857| Train Time: 0.0170s
Train: 1.0000| Val: 0.7500| Test: 0.7790| Eval Time: 0.0800s
Epoch 37| Loss: 0.2548| Acc: 0.9714| Train Time: 0.0170s
Train: 1.0000| Val: 0.7480| Test: 0.7790| Eval Time: 0.0860s
Epoch 38| Loss: 0.2051| Acc: 0.9857| Train Time: 0.0250s
Train: 1.0000| Val: 0.7480| Test: 0.7800| Eval Time: 0.0780s
Epoch 39| Loss: 0.2053| Acc: 0.9786| Train Time: 0.0220s
Train: 1.0000| Val: 0.7400| Test: 0.7770| Eval Time: 0.0890s
Epoch 40| Loss: 0.2489| Acc: 0.9286| Train Time: 0.0310s
Train: 1.0000| Val: 0.7360| Test: 0.7800| Eval Time: 0.0940s
Epoch 41| Loss: 0.2352| Acc: 0.9643| Train Time: 0.0240s
Train: 1.0000| Val: 0.7360| Test: 0.7800| Eval Time: 0.0740s
Epoch 42| Loss: 0.2437| Acc: 0.9643| Train Time: 0.0170s
Train: 1.0000| Val: 0.7380| Test: 0.7790| Eval Time: 0.0831s
Epoch 43| Loss: 0.2382| Acc: 0.9643| Train Time: 0.0250s
Train: 1.0000| Val: 0.7400| Test: 0.7780| Eval Time: 0.0840s
Epoch 44| Loss: 0.1992| Acc: 0.9643| Train Time: 0.0160s
Train: 1.0000| Val: 0.7380| Test: 0.7800| Eval Time: 0.0810s
Epoch 45| Loss: 0.2055| Acc: 0.9643| Train Time: 0.0230s
Train: 1.0000| Val: 0.7400| Test: 0.7800| Eval Time: 0.0786s
Epoch 46| Loss: 0.2069| Acc: 0.9429| Train Time: 0.0210s
Train: 1.0000| Val: 0.7400| Test: 0.7800| Eval Time: 0.0790s
Epoch 47| Loss: 0.2283| Acc: 0.9571| Train Time: 0.0180s
Train: 1.0000| Val: 0.7420| Test: 0.7780| Eval Time: 0.0770s
Epoch 48| Loss: 0.2583| Acc: 0.9571| Train Time: 0.0190s
Train: 1.0000| Val: 0.7420| Test: 0.7770| Eval Time: 0.0930s

Run 02 for GatV1_K4_ns and Cora:

Epoch 01| Loss: 1.9939| Acc: 0.1786| Train Time: 0.0300s
Train: 0.3286| Val: 0.1900| Test: 0.1990| Eval Time: 0.1050s
Epoch 02| Loss: 1.8507| Acc: 0.2857| Train Time: 0.0250s
Train: 0.4786| Val: 0.2020| Test: 0.2190| Eval Time: 0.0980s
Epoch 03| Loss: 1.6417| Acc: 0.4571| Train Time: 0.0170s
Train: 0.6786| Val: 0.3240| Test: 0.3340| Eval Time: 0.0800s
Epoch 04| Loss: 1.5613| Acc: 0.5071| Train Time: 0.0260s
Train: 0.8357| Val: 0.4680| Test: 0.4610| Eval Time: 0.0770s
Epoch 05| Loss: 1.4287| Acc: 0.6143| Train Time: 0.0240s
Train: 0.9143| Val: 0.5620| Test: 0.5690| Eval Time: 0.0870s
Epoch 06| Loss: 1.2995| Acc: 0.7286| Train Time: 0.0230s
Train: 0.9786| Val: 0.6380| Test: 0.6290| Eval Time: 0.0890s
Epoch 07| Loss: 1.1965| Acc: 0.7786| Train Time: 0.0161s
Train: 0.9857| Val: 0.6820| Test: 0.6680| Eval Time: 0.1120s
Epoch 08| Loss: 1.1294| Acc: 0.8071| Train Time: 0.0190s
Train: 0.9857| Val: 0.7180| Test: 0.6970| Eval Time: 0.0870s
Epoch 09| Loss: 1.0264| Acc: 0.8071| Train Time: 0.0270s
Train: 0.9929| Val: 0.7320| Test: 0.7140| Eval Time: 0.1010s
Epoch 10| Loss: 1.0184| Acc: 0.7857| Train Time: 0.0230s
Train: 0.9929| Val: 0.7460| Test: 0.7290| Eval Time: 0.0900s
Epoch 11| Loss: 0.8991| Acc: 0.8714| Train Time: 0.0180s
Train: 0.9929| Val: 0.7460| Test: 0.7360| Eval Time: 0.0840s
Epoch 12| Loss: 0.7929| Acc: 0.8786| Train Time: 0.0230s
Train: 0.9929| Val: 0.7540| Test: 0.7430| Eval Time: 0.0870s
Epoch 13| Loss: 0.7929| Acc: 0.8643| Train Time: 0.0300s
Train: 0.9929| Val: 0.7580| Test: 0.7520| Eval Time: 0.0870s
Epoch 14| Loss: 0.6949| Acc: 0.8714| Train Time: 0.0230s
Train: 0.9929| Val: 0.7600| Test: 0.7530| Eval Time: 0.0840s
Epoch 15| Loss: 0.7576| Acc: 0.8571| Train Time: 0.0160s
Train: 0.9929| Val: 0.7600| Test: 0.7590| Eval Time: 0.0830s
Epoch 16| Loss: 0.6155| Acc: 0.8857| Train Time: 0.0180s
Train: 0.9929| Val: 0.7620| Test: 0.7620| Eval Time: 0.0780s
Epoch 17| Loss: 0.6457| Acc: 0.8857| Train Time: 0.0220s
Train: 0.9929| Val: 0.7600| Test: 0.7650| Eval Time: 0.1210s
Epoch 18| Loss: 0.5876| Acc: 0.9214| Train Time: 0.0310s
Train: 0.9929| Val: 0.7580| Test: 0.7620| Eval Time: 0.1071s
Epoch 19| Loss: 0.4801| Acc: 0.9357| Train Time: 0.0210s
Train: 0.9929| Val: 0.7600| Test: 0.7620| Eval Time: 0.0860s
Epoch 20| Loss: 0.4660| Acc: 0.9214| Train Time: 0.0170s
Train: 1.0000| Val: 0.7580| Test: 0.7650| Eval Time: 0.0900s
Epoch 21| Loss: 0.5633| Acc: 0.9214| Train Time: 0.0180s
Train: 1.0000| Val: 0.7540| Test: 0.7620| Eval Time: 0.0890s
Epoch 22| Loss: 0.4489| Acc: 0.9571| Train Time: 0.0230s
Train: 1.0000| Val: 0.7560| Test: 0.7610| Eval Time: 0.0920s
Epoch 23| Loss: 0.5032| Acc: 0.9143| Train Time: 0.0240s
Train: 1.0000| Val: 0.7600| Test: 0.7620| Eval Time: 0.0700s
Epoch 24| Loss: 0.3947| Acc: 0.9571| Train Time: 0.0200s
Train: 1.0000| Val: 0.7620| Test: 0.7600| Eval Time: 0.0790s
Epoch 25| Loss: 0.3751| Acc: 0.9214| Train Time: 0.0240s
Train: 1.0000| Val: 0.7620| Test: 0.7610| Eval Time: 0.0950s
Epoch 26| Loss: 0.4002| Acc: 0.9143| Train Time: 0.0300s
Train: 1.0000| Val: 0.7600| Test: 0.7610| Eval Time: 0.1030s
Epoch 27| Loss: 0.2865| Acc: 0.9857| Train Time: 0.0170s
Train: 1.0000| Val: 0.7600| Test: 0.7620| Eval Time: 0.0700s
Epoch 28| Loss: 0.2886| Acc: 0.9500| Train Time: 0.0190s
Train: 1.0000| Val: 0.7580| Test: 0.7650| Eval Time: 0.0790s
Epoch 29| Loss: 0.3289| Acc: 0.9500| Train Time: 0.0240s
Train: 1.0000| Val: 0.7580| Test: 0.7660| Eval Time: 0.0950s
Epoch 30| Loss: 0.3508| Acc: 0.9500| Train Time: 0.0190s
Train: 1.0000| Val: 0.7580| Test: 0.7700| Eval Time: 0.1070s
Epoch 31| Loss: 0.3288| Acc: 0.9714| Train Time: 0.0170s
Train: 1.0000| Val: 0.7560| Test: 0.7700| Eval Time: 0.0790s
Epoch 32| Loss: 0.3250| Acc: 0.9643| Train Time: 0.0200s
Train: 1.0000| Val: 0.7540| Test: 0.7700| Eval Time: 0.0760s
Epoch 33| Loss: 0.2450| Acc: 0.9857| Train Time: 0.0190s
Train: 1.0000| Val: 0.7580| Test: 0.7700| Eval Time: 0.0800s
Epoch 34| Loss: 0.2495| Acc: 0.9857| Train Time: 0.0190s
Train: 1.0000| Val: 0.7580| Test: 0.7680| Eval Time: 0.0960s
Epoch 35| Loss: 0.2406| Acc: 0.9643| Train Time: 0.0330s
Train: 1.0000| Val: 0.7580| Test: 0.7680| Eval Time: 0.0840s
Epoch 36| Loss: 0.2388| Acc: 0.9643| Train Time: 0.0240s
Train: 1.0000| Val: 0.7560| Test: 0.7700| Eval Time: 0.0940s
