{   'adj_mode': <AdjacencyMode.OneStep: 'OneStep'>,
    'batch_size': 256,
    'console_log_freq': 1,
    'dataset_name': <Dataset.CORA: 'Cora'>,
    'do_train_tqdm_logging': False,
    'dropout': 0.6,
    'force_cpu': False,
    'hidden_size': 128,
    'lr': 0.005,
    'model_type': <ModelType.GATV1: 'GAT-V1'>,
    'nbor_degree': 2,
    'num_heads': 1,
    'num_of_epochs': 500,
    'num_of_layers': 2,
    'num_of_runs': 10,
    'num_workers': 0,
    'patience_period': 50,
    'sparse': True,
    'test_batch_size': 256,
    'test_frequency': 1,
    'use_batch_norm': False,
    'use_layer_norm': False}

torch.cuda is available: True
Used Dataset: Cora

Run 01 for GatV1_K2_s and Cora:

Epoch 01| Loss: 1.9494| Acc: 0.1643| Train Time: 0.7915s
Train: 0.8071| Val: 0.5720| Test: 0.5700| Eval Time: 4.2128s
Epoch 02| Loss: 1.4746| Acc: 0.7214| Train Time: 0.8128s
Train: 0.9071| Val: 0.6640| Test: 0.6520| Eval Time: 0.2950s
Epoch 03| Loss: 1.0877| Acc: 0.8214| Train Time: 0.7980s
Train: 0.9571| Val: 0.7240| Test: 0.7660| Eval Time: 0.2839s
Epoch 04| Loss: 0.8159| Acc: 0.8714| Train Time: 0.0350s
Train: 0.9857| Val: 0.7540| Test: 0.8020| Eval Time: 0.3031s
Epoch 05| Loss: 0.5871| Acc: 0.9500| Train Time: 0.0425s
Train: 0.9929| Val: 0.7660| Test: 0.8090| Eval Time: 0.3226s
Epoch 06| Loss: 0.4768| Acc: 0.9500| Train Time: 0.0415s
Train: 0.9929| Val: 0.7680| Test: 0.8110| Eval Time: 0.3191s
Epoch 07| Loss: 0.3844| Acc: 0.9857| Train Time: 0.0400s
Train: 0.9929| Val: 0.7620| Test: 0.8080| Eval Time: 0.3310s
Epoch 08| Loss: 0.3049| Acc: 0.9929| Train Time: 0.0395s
Train: 0.9929| Val: 0.7620| Test: 0.8060| Eval Time: 0.2969s
Epoch 09| Loss: 0.2546| Acc: 0.9786| Train Time: 0.0400s
Train: 1.0000| Val: 0.7620| Test: 0.8060| Eval Time: 0.3196s
Epoch 10| Loss: 0.2230| Acc: 0.9929| Train Time: 0.0440s
Train: 1.0000| Val: 0.7540| Test: 0.7980| Eval Time: 0.3273s
Epoch 11| Loss: 0.1847| Acc: 1.0000| Train Time: 0.0449s
Train: 1.0000| Val: 0.7460| Test: 0.7920| Eval Time: 0.4055s
Epoch 12| Loss: 0.1387| Acc: 0.9857| Train Time: 0.0610s
Train: 1.0000| Val: 0.7440| Test: 0.7880| Eval Time: 0.4640s
Epoch 13| Loss: 0.1216| Acc: 0.9857| Train Time: 0.0631s
Train: 1.0000| Val: 0.7440| Test: 0.7850| Eval Time: 0.4761s
Epoch 14| Loss: 0.1340| Acc: 0.9929| Train Time: 0.0720s
Train: 1.0000| Val: 0.7460| Test: 0.7840| Eval Time: 0.4522s
Epoch 15| Loss: 0.0994| Acc: 1.0000| Train Time: 0.0685s
Train: 1.0000| Val: 0.7520| Test: 0.7820| Eval Time: 0.5197s
Epoch 16| Loss: 0.0749| Acc: 1.0000| Train Time: 0.0571s
Train: 1.0000| Val: 0.7540| Test: 0.7810| Eval Time: 0.4483s
Epoch 17| Loss: 0.0887| Acc: 0.9929| Train Time: 0.0580s
Train: 1.0000| Val: 0.7560| Test: 0.7820| Eval Time: 0.4833s
Epoch 18| Loss: 0.0549| Acc: 0.9929| Train Time: 0.0576s
Train: 1.0000| Val: 0.7540| Test: 0.7850| Eval Time: 0.4163s
Epoch 19| Loss: 0.0444| Acc: 1.0000| Train Time: 0.0515s
Train: 1.0000| Val: 0.7520| Test: 0.7880| Eval Time: 0.4200s
Epoch 20| Loss: 0.0495| Acc: 0.9929| Train Time: 0.0620s
