{   'adj_mode': <AdjacencyMode.OneStep: 'OneStep'>,
    'batch_size': 256,
    'computationBefore': False,
    'console_log_freq': 1,
    'dataset_name': <Dataset.CORA: 'Cora'>,
    'do_train_tqdm_logging': False,
    'dropout': 0.6,
    'force_cpu': True,
    'hidden_size': 64,
    'lr': 0.005,
    'model_type': <ModelType.GATV1: 'GAT-V1'>,
    'nbor_degree': 1,
    'num_heads': 4,
    'num_of_epochs': 500,
    'num_of_layers': 2,
    'num_of_runs': 1,
    'num_workers': 0,
    'patience_period': 30,
    'sparse': True,
    'test_batch_size': 256,
    'test_frequency': 1,
    'use_batch_norm': False,
    'use_layer_norm': False}

torch.cuda is available: True
Used Dataset: Cora

Run 01 for GatV1_K1_D2_s and Cora:

Epoch 01| Loss: 1.9477| Acc: 0.1857| Train Time: 0.1980s
Train: 0.9929| Val: 0.7080| Test: 0.7210| Eval Time: 0.1805s
Epoch 02| Loss: 1.4864| Acc: 0.8857| Train Time: 0.0930s
Train: 1.0000| Val: 0.7540| Test: 0.7810| Eval Time: 0.1780s
Epoch 03| Loss: 1.0598| Acc: 0.9786| Train Time: 0.0670s
Train: 1.0000| Val: 0.7720| Test: 0.7840| Eval Time: 0.1815s
Epoch 04| Loss: 0.7167| Acc: 0.9786| Train Time: 0.0700s
Train: 1.0000| Val: 0.7660| Test: 0.7900| Eval Time: 0.1670s
Epoch 05| Loss: 0.4487| Acc: 0.9929| Train Time: 0.0650s
Train: 1.0000| Val: 0.7660| Test: 0.8030| Eval Time: 0.2050s
Epoch 06| Loss: 0.2529| Acc: 0.9857| Train Time: 0.0850s
Train: 1.0000| Val: 0.7740| Test: 0.8050| Eval Time: 0.2180s
Epoch 07| Loss: 0.1462| Acc: 0.9929| Train Time: 0.0780s
Train: 1.0000| Val: 0.7720| Test: 0.8070| Eval Time: 0.1730s
Epoch 08| Loss: 0.0961| Acc: 1.0000| Train Time: 0.0730s
Train: 1.0000| Val: 0.7680| Test: 0.8090| Eval Time: 0.2020s
Epoch 09| Loss: 0.0469| Acc: 1.0000| Train Time: 0.0640s
